has_collection,budget_processed,log_budget,genres_reform,num_genres,genre_rank,log_num_genres,log_genre_rank,has_homepage,in_english,production_companies_reform,topStudio,log_num_studios,log_numTopStudios,log_overview_len,log_day_of_week,log_year,log_month,log_season,has_poster_path,eng,num_production_countries,usa_produced,topLeadDirector,numTopDirectors,topLeadExecProd,numTopExecProd,topLeadProducer,numTopProducers,topLeadComposer,numTopComposers,topLeadDirectorPhoto,numTopDirectorsPhoto,topLeadEditor,numTopEditors,log_num_crew,log_num_male_crew,log_num_female_crew,runtime_processed,log_runtime,log_title_len,log_num_cast,topLeadActor,log_numTopActors,log_revenue
Not in Collection,14000000,16.454567959008102,['Drama'],1,4,0.6931471805599453,1.6094379124341003,1,1,"['Fox Searchlight Pictures', 'Scott Rudin Productions', 'Mirage Enterprises', 'Gilbert Films']",0,1.6094379124341003,0.0,5.075173815233827,1.791759469228055,7.60688453121963,2.302585092994046,0.6931471805599453,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.258096538021482,2.3978952727983707,2.3978952727983707,149.0,5.0106352940962555,2.1972245773362196,3.1354942159291497,0,0.6931471805599453,10.747121566370009
Not in Collection,4000000,15.201805169084134,"['Horror', 'Drama']",2,10,1.0986122886681098,2.3978952727983707,1,0,['EFTI'],0,0.6931471805599453,0.0,5.805134968916488,1.9459101490553132,7.605392364814935,0.6931471805599453,0.6931471805599453,1,English is Not Spoken Language,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5649493574615367,1.3862943611198906,1.3862943611198906,115.0,4.7535901911063645,3.044522437723423,2.772588722239781,0,0.0,16.193741197581204
Not in Collection,16000000,0.0,"['Documentary', 'Foreign']",2,1,1.0986122886681098,0.6931471805599453,0,1,['Zazen Produções'],0,0.6931471805599453,0.0,5.929589143389895,1.0986122886681098,7.602401335665818,2.3978952727983707,1.0986122886681098,1,English is Not Spoken Language,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0794415416798357,1.6094379124341003,1.6094379124341003,150.0,5.017279836814924,2.0794415416798357,1.6094379124341003,0,0.0,12.288583075102654
Not in Collection,135000000,18.72078534381011,"['Action', 'Adventure', 'Crime', 'Thriller']",4,15,1.6094379124341003,2.772588722239781,0,1,"['Universal Pictures', 'Forward Pass', 'Motion Picture ETA Produktionsgesellschaft', 'Foqus Arte Digital', 'Metropolis Films']",1,1.791759469228055,0.0,5.356586274672012,1.6094379124341003,7.604396348796338,2.0794415416798357,1.3862943611198906,1,English is Spoken Language,4,1,1,1,0,0,1,1,0,1,0,1,1,3,4.189654742026425,3.1354942159291497,3.1354942159291497,134.0,4.90527477843843,2.3978952727983707,2.995732273553991,0,0.6931471805599453,18.914123212338037
Not in Collection,16000000,0.0,"['Drama', 'History']",2,4,1.0986122886681098,1.6094379124341003,0,0,['Fidélité Films'],0,0.6931471805599453,0.0,6.678342114654332,0.6931471805599453,7.607381425639791,2.3978952727983707,1.0986122886681098,1,English is Not Spoken Language,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2.5649493574615367,1.791759469228055,1.791759469228055,111.0,4.718498871295094,1.9459101490553132,3.1780538303479458,0,0.0,14.645719952954664
Belongs in Collection,200000000,19.11382792951231,"['Action', 'Thriller', 'Science Fiction']",3,15,1.3862943611198906,2.772588722239781,0,1,"['Columbia Pictures', 'Intermedia Films', 'Warner Bros.', 'C-2 Pictures', 'IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG', 'Mostow/Lieberman Productions']",1,1.9459101490553132,0.6931471805599453,5.8944028342648505,1.3862943611198906,7.602900462204755,2.0794415416798357,1.3862943611198906,1,English is Spoken Language,3,1,0,0,0,1,0,0,0,1,1,1,0,1,4.976733742420574,3.4965075614664802,3.4965075614664802,109.0,4.700480365792417,3.5553480614894135,2.70805020110221,0,0.6931471805599453,19.89085659135181
Not in Collection,16000000,0.0,"['Comedy', 'Action', 'Adventure']",3,9,1.3862943611198906,2.302585092994046,1,1,['Orion Pictures'],0,0.6931471805599453,0.0,6.340359303727752,1.791759469228055,7.593877844605118,2.3978952727983707,1.0986122886681098,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2.3978952727983707,1.6094379124341003,1.6094379124341003,121.0,4.804021044733257,3.6635616461296463,1.9459101490553132,0,0.0,16.482315272108185
Not in Collection,16000000,0.0,"['Comedy', 'Drama', 'Family', 'Fantasy', 'Science Fiction']",5,9,1.791759469228055,2.302585092994046,0,0,['Columbia Pictures Film Production Asia'],0,0.6931471805599453,0.0,5.407171771460119,1.3862943611198906,7.605392364814935,0.6931471805599453,0.6931471805599453,1,English is Not Spoken Language,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1972245773362196,1.6094379124341003,1.6094379124341003,86.0,4.465908118654584,1.3862943611198906,2.3978952727983707,0,0.0,17.672051973485328
Not in Collection,2700000,14.80876270134486,[],0,0,0.0,0.0,0,0,[],0,0.0,0.0,5.0106352940962555,1.9459101490553132,7.598399329323964,2.3978952727983707,1.0986122886681098,1,English is Not Spoken Language,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3862943611198906,1.0986122886681098,1.0986122886681098,117.0,4.770684624465665,2.8903717578961645,0.0,0,0.0,15.349177824460659
Not in Collection,48000000,17.6867115897055,"['Thriller', 'Drama', 'Crime']",3,12,1.3862943611198906,2.5649493574615367,0,1,"['USA Films', 'Initial Entertainment Group (IEG)', 'Bedford Falls Company, The', 'Compulsion Inc.', 'Splendid Medien AG']",0,1.791759469228055,0.6931471805599453,6.315358001522335,1.3862943611198906,7.601402334583733,2.5649493574615367,0.0,1,English is Spoken Language,2,1,0,1,0,0,0,0,0,0,0,1,1,0,3.258096538021482,2.302585092994046,2.302585092994046,147.0,4.997212273764115,2.0794415416798357,3.332204510175204,0,0.0,19.150717682715072
Not in Collection,16000000,0.0,['Documentary'],1,1,0.6931471805599453,0.6931471805599453,0,1,['Vivendi Entertainment'],0,0.6931471805599453,0.0,6.747586526829315,1.791759469228055,7.607381425639791,1.9459101490553132,1.0986122886681098,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0794415416798357,0.6931471805599453,0.6931471805599453,106.0,4.672828834461906,3.6635616461296463,3.2188758248682006,0,0.0,12.571801974528025
Not in Collection,2000000,14.508658238524095,"['Comedy', 'Drama', 'Foreign']",3,9,1.3862943611198906,2.302585092994046,0,0,['TLA Releasing'],0,0.6931471805599453,0.0,5.730099782973574,1.3862943611198906,7.602900462204755,1.791759469228055,0.6931471805599453,1,English is Spoken Language,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453,0.0,0.0,89.0,4.499809670330265,2.833213344056216,1.3862943611198906,0,0.0,10.425282789490705
Belongs in Collection,120000000,18.603002309079653,"['Adventure', 'Action', 'Science Fiction']",3,19,1.3862943611198906,2.995732273553991,1,1,['Lucasfilm'],1,0.6931471805599453,0.6931471805599453,6.421622267806518,1.3862943611198906,7.602401335665818,1.791759469228055,0.6931471805599453,1,English is Spoken Language,1,1,0,1,0,0,1,1,1,1,1,1,0,0,3.044522437723423,2.6390573296152584,2.6390573296152584,142.0,4.962844630259907,3.8066624897703196,3.7376696182833684,1,1.3862943611198906,20.291556844485267
Not in Collection,16000000,0.0,[],0,0,0.0,0.0,0,0,[],0,0.0,0.0,6.548219102762372,0.6931471805599453,7.602401335665818,2.302585092994046,0.6931471805599453,1,English is Not Spoken Language,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453,0.0,0.0,91.0,4.5217885770490405,2.8903717578961645,2.0794415416798357,0,0.0,12.657772273977873
Not in Collection,500000,13.122365377402328,"['Drama', 'Romance']",2,4,1.0986122886681098,1.6094379124341003,0,1,"['TLA Releasing', 'Boy Culture LLC']",0,1.0986122886681098,0.0,5.056245805348308,1.3862943611198906,7.60489448081162,0.6931471805599453,0.6931471805599453,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341003,1.3862943611198906,1.3862943611198906,88.0,4.48863636973214,2.4849066497880004,2.3978952727983707,0,0.0,12.3020734958576
Not in Collection,16000000,0.0,['Documentary'],1,1,0.6931471805599453,0.6931471805599453,0,0,[],0,0.0,0.0,4.955827057601261,1.791759469228055,7.602401335665818,1.6094379124341003,0.0,1,English is Not Spoken Language,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341003,1.0986122886681098,1.0986122886681098,120.0,4.795790545596741,2.6390573296152584,1.6094379124341003,0,0.0,11.037370455286156
Not in Collection,4000000,15.201805169084134,"['Drama', 'Music', 'Romance']",3,4,1.3862943611198906,1.6094379124341003,0,1,"['Zenith Entertainment', 'Initial Pictures', 'U.K. Productions Entity']",0,1.3862943611198906,0.0,6.068425588244111,1.791759469228055,7.594381242551817,2.4849066497880004,1.3862943611198906,1,English is Spoken Language,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.1972245773362196,1.0986122886681098,1.0986122886681098,111.0,4.718498871295094,2.4849066497880004,2.9444389791664403,0,0.6931471805599453,14.854558246128123
Not in Collection,1500000,14.220976332738882,"['Comedy', 'Horror']",2,9,1.0986122886681098,2.302585092994046,1,1,"['Dark Horse Entertainment', 'Image Entertainment']",0,1.0986122886681098,0.0,5.030437921392435,0.6931471805599453,7.60489448081162,2.3978952727983707,1.0986122886681098,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.3862943611198906,1.3862943611198906,1.3862943611198906,86.0,4.465908118654584,2.833213344056216,2.0794415416798357,0,0.0,12.061434081742114
Not in Collection,19000000,16.759949589762293,"['War', 'Drama', 'History']",3,2,1.3862943611198906,1.0986122886681098,0,1,['Samuel Bronston Productions'],0,0.6931471805599453,0.0,5.236441962829949,0.6931471805599453,7.632885505395133,1.3862943611198906,1.3862943611198906,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2.8903717578961645,2.1972245773362196,2.1972245773362196,188.0,5.241747015059643,3.367295829986474,3.258096538021482,0,0.0,15.373655386537118
Belongs in Collection,16000000,0.0,"['Horror', 'Thriller']",2,10,1.0986122886681098,2.3978952727983707,0,1,['Nicolas Entertainment'],0,0.6931471805599453,0.0,5.43372200355424,1.791759469228055,7.596392304064196,0.6931471805599453,0.6931471805599453,1,English is Spoken Language,1,1,0,0,1,1,0,0,0,0,0,0,0,0,3.044522437723423,2.4849066497880004,2.4849066497880004,81.0,4.406719247264253,3.713572066704308,2.833213344056216,0,0.6931471805599453,15.567413365199778
Not in Collection,6000000,15.607270193858982,"['Action', 'Thriller']",2,15,1.0986122886681098,2.772588722239781,0,1,"['Universal Pictures', 'Imperial Filmproduktion']",1,1.0986122886681098,0.0,5.783825182329737,1.6094379124341003,7.596392304064196,1.9459101490553132,1.0986122886681098,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.5649493574615367,2.0794415416798357,2.0794415416798357,105.0,4.663439094112067,2.302585092994046,2.1972245773362196,0,0.0,16.996817300186308
Belongs in Collection,16000000,0.0,"['Comedy', 'Drama']",2,9,1.0986122886681098,2.302585092994046,1,0,['DENTSU Music And Entertainment'],0,0.6931471805599453,0.0,6.249975242259483,1.791759469228055,7.603897968521881,2.4849066497880004,1.3862943611198906,1,English is Not Spoken Language,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,0.6931471805599453,0.6931471805599453,133.0,4.897839799950911,3.4657359027997265,2.1972245773362196,0,0.0,17.313639834043514
Not in Collection,50000000,17.72753358339242,"['Crime', 'Drama', 'Thriller']",3,5,1.3862943611198906,1.791759469228055,0,1,"['Castle Rock Entertainment', 'Warner Bros.', 'Schroeder Hoffman Productions']",0,1.3862943611198906,0.0,5.459585514144159,1.791759469228055,7.602401335665818,1.6094379124341003,0.0,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3.4339872044851463,2.4849066497880004,2.4849066497880004,120.0,4.795790545596741,2.8903717578961645,3.295836866004329,1,0.0,17.853534261381615
Belongs in Collection,16000000,0.0,"['Comedy', 'Romance']",2,9,1.0986122886681098,2.302585092994046,0,1,"['3L Filmproduktion GmbH', 'Polaris Film Productions & Finance', 'Tempête Sous Un Crâne Productions', 'Focus Films']",0,1.6094379124341003,0.0,5.981414211254481,1.791759469228055,7.60489448081162,1.0986122886681098,1.0986122886681098,1,English is Spoken Language,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5649493574615367,0.0,0.0,96.0,4.574710978503383,2.772588722239781,3.1780538303479458,0,0.0,16.799987729821712
Not in Collection,70000000,18.064005814299346,"['Comedy', 'Romance']",2,9,1.0986122886681098,2.302585092994046,0,1,"['Paramount Pictures', 'Lakeshore Entertainment', 'Touchstone Pictures', 'Interscope Communications']",1,1.6094379124341003,0.6931471805599453,5.8805329864007,1.791759469228055,7.600902459542082,2.0794415416798357,1.3862943611198906,1,English is Spoken Language,1,1,1,1,0,0,1,0,1,1,0,1,0,1,3.4965075614664802,2.6390573296152584,2.6390573296152584,116.0,4.762173934797756,2.6390573296152584,2.9444389791664403,1,0.0,19.550331354719273
Belongs in Collection,6500000,15.687312888712007,['Comedy'],1,9,0.6931471805599453,2.302585092994046,0,0,['TNT'],0,0.6931471805599453,0.0,3.7376696182833684,1.3862943611198906,7.60688453121963,0.6931471805599453,0.6931471805599453,1,English is Not Spoken Language,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,0.0,0.0,102.0,4.634728988229636,2.995732273553991,2.4849066497880004,0,0.0,16.09955818900285
Not in Collection,1250000,14.038654909278163,"['Drama', 'Romance']",2,4,1.0986122886681098,1.6094379124341003,0,0,"['United Artists', 'Les Productions Artistes Associés', 'Produzioni Europee Associati (PEA)']",0,1.3862943611198906,0.0,5.170483995038151,1.9459101490553132,7.587310506022615,2.3978952727983707,1.0986122886681098,1,English is Spoken Language,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2.4849066497880004,1.791759469228055,1.791759469228055,129.0,4.867534450455582,2.995732273553991,2.5649493574615367,0,0.0,17.40302154535703
Not in Collection,16000000,0.0,"['Action', 'Comedy', 'Crime', 'Thriller']",4,15,1.6094379124341003,2.772588722239781,0,0,"['Splendid Film', 'Filmmaker R&K']",0,1.0986122886681098,0.0,4.418840607796598,1.3862943611198906,7.60887062919126,2.1972245773362196,0.0,1,English is Not Spoken Language,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3862943611198906,1.3862943611198906,1.3862943611198906,124.0,4.8283137373023015,2.0794415416798357,2.995732273553991,0,0.0,13.99835531120043
Not in Collection,16000000,0.0,"['Drama', 'Thriller']",2,4,1.0986122886681098,1.6094379124341003,0,1,['Kino Korsakoff'],0,0.6931471805599453,0.0,6.18826412308259,1.0986122886681098,7.597897950521784,2.302585092994046,0.6931471805599453,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3.4657359027997265,2.302585092994046,2.302585092994046,96.0,4.574710978503383,1.9459101490553132,2.1972245773362196,0,0.0,11.540355790018252
Belongs in Collection,3000000,14.914123179965662,"['Action', 'Horror', 'Science Fiction', 'Thriller']",4,15,1.6094379124341003,2.772588722239781,1,1,"['Universal Pictures', 'Spacegate Productions', 'Starway International Inc.']",1,1.3862943611198906,0.0,5.521460917862246,1.791759469228055,7.5953872788539725,2.0794415416798357,1.3862943611198906,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1972245773362196,1.6094379124341003,1.6094379124341003,97.0,4.584967478670572,2.4849066497880004,2.70805020110221,0,0.0,15.801033101697403
Not in Collection,60000000,17.909855136853043,"['Action', 'Crime', 'Drama', 'Thriller']",4,15,1.6094379124341003,2.772588722239781,1,1,"['Grosvenor Park Media Ltd.', 'InVenture Entertainment', 'Millennium Films', 'Emmett/Furla Films', 'Nu-Image Films']",0,1.791759469228055,0.0,5.493061443340548,1.6094379124341003,7.605392364814935,2.302585092994046,0.6931471805599453,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,1.0986122886681098,1.0986122886681098,101.0,4.624972813284271,2.70805020110221,3.5263605246161616,0,0.0,18.108358473203225
Not in Collection,30000000,17.216707972959764,['Thriller'],1,12,0.6931471805599453,2.5649493574615367,0,1,"['Rogue Pictures', 'Why Not Productions', 'Liaison Films', 'Biscayne Pictures']",0,1.6094379124341003,0.0,5.41610040220442,1.3862943611198906,7.603897968521881,0.6931471805599453,0.6931471805599453,1,English is Spoken Language,2,1,0,0,0,1,0,0,0,1,0,0,0,1,4.653960350157523,3.044522437723423,3.044522437723423,109.0,4.700480365792417,3.1354942159291497,3.2188758248682006,0,0.0,17.379236880740756
Belongs in Collection,200000000,19.11382792951231,"['Adventure', 'Action', 'Thriller', 'Crime']",4,19,1.6094379124341003,2.995732273553991,1,1,['Eon Productions'],1,0.6931471805599453,0.6931471805599453,5.929589143389895,1.6094379124341003,7.605392364814935,2.3978952727983707,1.0986122886681098,1,English is Spoken Language,2,1,0,0,0,0,1,2,0,0,0,0,1,2,2.8903717578961645,2.5649493574615367,2.5649493574615367,106.0,4.672828834461906,2.8903717578961645,3.4657359027997265,1,1.0986122886681098,20.188985161495555
Belongs in Collection,16000000,0.0,"['Documentary', 'Drama']",2,1,1.0986122886681098,0.6931471805599453,0,1,[],0,0.0,0.0,5.4638318050256105,1.791759469228055,7.604396348796338,1.0986122886681098,1.0986122886681098,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,0.6931471805599453,0.6931471805599453,156.0,5.056245805348308,3.6109179126442243,2.1972245773362196,0,0.0,11.841610315599914
Not in Collection,130000000,18.683045016112164,"['Action', 'Adventure', 'History', 'Romance', 'Drama']",5,15,1.791759469228055,2.772588722239781,0,1,"['Impact Pictures', 'TriStar Pictures', 'Don Carmody Productions', 'FilmDistrict', 'Constantin Film International']",1,1.791759469228055,0.6931471805599453,6.102558594613569,1.0986122886681098,7.608374474380783,1.0986122886681098,1.0986122886681098,1,English is Spoken Language,3,1,1,1,0,0,1,3,0,0,0,1,0,0,3.784189633918261,2.4849066497880004,2.4849066497880004,105.0,4.663439094112067,2.0794415416798357,3.6109179126442243,0,0.0,18.584767316056137
Not in Collection,15000000,16.52356082573315,['Comedy'],1,9,0.6931471805599453,2.302585092994046,1,1,"['Dune Entertainment', 'Cold Spring Pictures', 'The Montecito Picture Company', 'Fox Atomic']",1,1.6094379124341003,0.6931471805599453,5.4510384535657,1.791759469228055,7.605890001053122,2.1972245773362196,0.0,1,English is Spoken Language,1,1,0,0,0,1,1,0,0,1,0,0,0,0,4.04305126783455,2.70805020110221,2.70805020110221,89.0,4.499809670330265,2.302585092994046,3.4339872044851463,0,0.0,15.672627900069568
Not in Collection,16000000,0.0,"['Action', 'Adventure', 'Drama', 'Thriller']",4,15,1.6094379124341003,2.772588722239781,0,1,['Paramount Pictures'],1,0.6931471805599453,0.6931471805599453,4.787491742782046,1.791759469228055,7.592870287844818,2.5649493574615367,0.0,1,English is Spoken Language,1,1,0,1,0,0,0,0,1,1,0,0,0,0,2.8903717578961645,2.6390573296152584,2.6390573296152584,105.0,4.663439094112067,2.70805020110221,3.044522437723423,0,0.0,17.14413728263389
Not in Collection,16000000,0.0,"['Comedy', 'Romance']",2,9,1.0986122886681098,2.302585092994046,0,0,['Metronome Productions'],0,0.6931471805599453,0.0,5.0106352940962555,1.6094379124341003,7.600902459542082,1.6094379124341003,0.0,1,English is Not Spoken Language,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1972245773362196,1.0986122886681098,1.0986122886681098,106.0,4.672828834461906,2.833213344056216,3.044522437723423,0,0.0,15.50289310172511
Not in Collection,9000000,16.012735246411598,"['Comedy', 'Romance']",2,9,1.0986122886681098,2.302585092994046,1,1,"['Lakeshore Entertainment', 'Intermedia Films', 'Cinerenta Medienbeteiligungs KG']",0,1.3862943611198906,0.0,4.61512051684126,1.791759469228055,7.603897968521881,2.1972245773362196,0.0,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.9459101490553132,1.0986122886681098,1.0986122886681098,97.0,4.584967478670572,2.5649493574615367,2.772588722239781,0,0.0,13.86064356669511
Belongs in Collection,1500000,14.220976332738882,"['Action', 'Thriller']",2,15,1.0986122886681098,2.772588722239781,0,1,['Kings Road Entertainment'],0,0.6931471805599453,0.0,5.934894195619588,1.6094379124341003,7.595889917718538,1.6094379124341003,0.0,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2.3978952727983707,2.302585092994046,2.302585092994046,97.0,4.584967478670572,2.302585092994046,2.772588722239781,0,0.0,16.50315435753532
Not in Collection,4000000,15.201805169084134,"['Drama', 'History', 'War']",3,4,1.3862943611198906,1.6094379124341003,1,0,"['Max TV', 'Prime Time', 'Isabella Films B.V.', 'Fu Works', 'Isabella Films']",0,1.791759469228055,0.0,5.802118375377063,0.6931471805599453,7.605392364814935,2.4849066497880004,1.3862943611198906,1,English is Spoken Language,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.995732273553991,1.3862943611198906,1.3862943611198906,103.0,4.6443908991413725,2.8903717578961645,2.772588722239781,0,0.0,13.180724734084993
Not in Collection,16000000,0.0,['Comedy'],1,9,0.6931471805599453,2.302585092994046,0,1,[],0,0.0,0.0,6.091309882077698,1.791759469228055,7.59890045687141,2.302585092994046,0.6931471805599453,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.791759469228055,1.3862943611198906,1.3862943611198906,86.0,4.465908118654584,2.772588722239781,2.995732273553991,0,0.0,12.254558001345497
Not in Collection,17000000,16.648723960844016,"['Drama', 'Family', 'Music', 'Romance']",4,4,1.6094379124341003,1.6094379124341003,0,1,['Warner Bros.'],0,0.6931471805599453,0.0,4.9344739331306915,1.0986122886681098,7.632885505395133,2.3978952727983707,1.0986122886681098,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.302585092994046,2.1972245773362196,2.1972245773362196,170.0,5.14166355650266,2.5649493574615367,2.3978952727983707,0,0.0,18.093158583641053
Not in Collection,3230939,14.988283674532074,"['Action', 'Romance', 'Comedy']",3,15,1.3862943611198906,2.772588722239781,0,0,['AVM Productions'],0,0.6931471805599453,0.0,6.838405200847344,1.791759469228055,7.605890001053122,1.6094379124341003,0.0,1,English is Not Spoken Language,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0794415416798357,0.6931471805599453,0.6931471805599453,162.0,5.093750200806762,1.6094379124341003,2.6390573296152584,0,0.0,16.705882371415992
Not in Collection,16000000,0.0,['Comedy'],1,9,0.6931471805599453,2.302585092994046,0,1,"['Twentieth Century Fox Film Corporation', 'Happy Madison Productions']",1,1.0986122886681098,0.6931471805599453,5.5093883366279774,1.791759469228055,7.604396348796338,0.6931471805599453,0.6931471805599453,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3.2188758248682006,2.8903717578961645,2.8903717578961645,94.0,4.553876891600541,2.6390573296152584,3.1354942159291497,0,0.0,15.693169091346896
Belongs in Collection,14000000,16.454567959008102,['Horror'],1,10,0.6931471805599453,2.3978952727983707,0,1,"['Original Film', 'Phoenix Pictures', 'Canal+ Droits Audiovisuels']",1,1.3862943611198906,0.6931471805599453,6.2166061010848646,1.0986122886681098,7.601402334583733,2.302585092994046,0.6931471805599453,1,English is Spoken Language,2,1,0,0,0,0,1,1,0,0,0,0,0,0,1.9459101490553132,1.791759469228055,1.791759469228055,97.0,4.584967478670572,3.2188758248682006,2.995732273553991,0,0.0,17.468098442791344
Not in Collection,16000000,0.0,"['Action', 'Crime', 'Drama']",3,15,1.3862943611198906,2.772588722239781,0,1,"['Roc-a-fella Films', 'Dimension Films', 'Rat Entertainment', 'Loud Films']",0,1.6094379124341003,0.0,6.023447592961033,1.791759469228055,7.602401335665818,2.3978952727983707,1.0986122886681098,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.1354942159291497,2.3978952727983707,2.3978952727983707,93.0,4.543294782270004,2.5649493574615367,2.0794415416798357,0,0.0,14.943960897906178
Not in Collection,16000000,0.0,['Comedy'],1,9,0.6931471805599453,2.302585092994046,0,1,['Eddie Murphy Productions'],0,0.6931471805599453,0.0,5.181783550292085,1.3862943611198906,7.59488438721652,2.4849066497880004,1.3862943611198906,1,English is Spoken Language,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3.8066624897703196,2.8903717578961645,2.8903717578961645,90.0,4.51085950651685,2.833213344056216,2.772588722239781,0,0.0,17.737576088015413
Not in Collection,9000000,16.012735246411598,"['Comedy', 'Drama']",2,9,1.0986122886681098,2.302585092994046,1,1,"['Gracie Films', 'STX Entertainment']",0,1.0986122886681098,0.6931471805599453,4.77912349311153,1.791759469228055,7.6093665379542115,2.4849066497880004,1.3862943611198906,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3.367295829986474,2.3978952727983707,2.3978952727983707,104.0,4.653960350157523,3.091042453358316,3.1780538303479458,0,0.0,16.749561504710716
Not in Collection,16000000,16.588099342704055,"['Adventure', 'Drama', 'Comedy']",3,19,1.3862943611198906,2.995732273553991,1,1,"['Fox Searchlight Pictures', 'Scott Rudin Productions']",0,1.0986122886681098,0.0,5.905361848054571,1.9459101490553132,7.60489448081162,2.302585092994046,0.6931471805599453,1,English is Spoken Language,1,1,0,1,0,0,0,0,0,0,0,1,0,0,2.833213344056216,2.4849066497880004,2.4849066497880004,91.0,4.5217885770490405,3.1354942159291497,3.1780538303479458,1,0.0,17.009156858130588
Belongs in Collection,170000000,18.951309000896888,"['Adventure', 'Action', 'Science Fiction']",3,19,1.3862943611198906,2.995732273553991,1,1,"['Walt Disney Pictures', 'LivePlanet', 'Prana Studios', 'Sean Bailey Productions', 'Revolution Sun Studios', 'Kontsept Film Company']",1,1.9459101490553132,0.6931471805599453,5.521460917862246,1.791759469228055,7.606387389772652,2.5649493574615367,0.0,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.332204510175204,2.70805020110221,2.70805020110221,125.0,4.836281906951478,2.5649493574615367,3.1780538303479458,0,0.0,19.80713200276317
Not in Collection,16000000,0.0,"['Crime', 'Drama']",2,5,1.0986122886681098,1.791759469228055,0,0,"['Rai Cinemafiction', 'Titti Film', 'Tele+', 'Ministero per i Beni e le Attività Culturali (MiBAC)']",0,1.6094379124341003,0.0,5.384495062789089,1.6094379124341003,7.601402334583733,2.1972245773362196,0.0,1,English is Not Spoken Language,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341003,0.0,0.0,114.0,4.74493212836325,2.8903717578961645,1.9459101490553132,0,0.0,14.40656133429818
Not in Collection,1549000,14.25312076497659,"['Action', 'Crime', 'Thriller', 'Drama']",4,15,1.6094379124341003,2.772588722239781,0,0,"['Media Asia Film', 'Sil-Metropole Organisation', 'Avex Inc.', 'Basic Pictures']",0,1.6094379124341003,0.0,5.14166355650266,1.6094379124341003,7.603897968521881,1.791759469228055,0.6931471805599453,1,English is Spoken Language,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9444389791664403,0.6931471805599453,0.6931471805599453,107.0,4.68213122712422,2.302585092994046,2.3978952727983707,0,0.0,15.775041943896007
Not in Collection,12000000,16.300417291085605,"['Documentary', 'Music']",2,1,1.0986122886681098,0.6931471805599453,1,1,"['Paramount Pictures', 'Imagine Entertainment', 'MTV Films', 'Insurge Pictures']",1,1.6094379124341003,1.0986122886681098,6.285998094508865,1.6094379124341003,7.607381425639791,1.9459101490553132,1.0986122886681098,1,English is Spoken Language,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2.6390573296152584,1.9459101490553132,1.9459101490553132,93.0,4.543294782270004,3.1354942159291497,2.4849066497880004,0,0.0,17.303709669347302
